region	organisationalform	subregion	country	sizeclass	generalfarmtype	principalfarmtype	farmcode	system	organicfarming	lessfavouredarea	altitudezone	structuralfunds	environmentalconstraintsarea	year	economicsize	uaaunderirrigation	commonageuaa	uaainowneroccupation	uaainsharecropping	totallabourinputawu	labourinputhours	unpaidlabourinputhours	paidlabourinputhours	totaluaa	renteduaa	cerealsuaa	otherfieldcropsuaa	energycropsuaa	vegetablesandflowersuaa	vineyardsuaa	permanentcropsuaa	orchardsuaa	olivegrovesuaa	otherpermanentcropsuaa	foragecropsuaa	agriculturalfallowsuaa	setasideuaa	woodlandarea	totallivestockunits	dairycowslus	othercattlelus	sheepandgoatslus	pigslus	poultrylus	wheatyield	maizeyield	stockingdensity	foragearea	grazinglivestock	milkyield	dairycows	dairyproducts	totaloutput	totaloutputcrops	cerealsvalue	proteincropsvalue	energycropsvalue	potatoesvalue	sugarbeetvalue	oilseedrapevalue	industrialcropsvalue	vegetablesandflowersvalue	fruitvalue	citrusfruitvalue	wineandgrapesvalue	olivesandoliveoilvalue	foragecropsvalue	othercropoutputvalue	totaloutputlivestock	changesinvalueoflivestock	cowsmilkandmilkproducts	beefandveal	pigmeat	sheepandgoats	poultrymeat	eggs	ewesandgoatsmilk	otherlivestockandproducts	otheroutput	totalinputs	totalintermediateconsumption	totalspecificcosts	seedsandplants	seedsandplantshomegrown	fertilisers	cropprotection	othercropspecific	feedforgrazinglivestock	feedforgrazinglivestockhomegrown	feedforpigspoultry	feedforpigspoultryhomegrown	otherlivestockspecificcosts	forestryspecificcosts	totalfarmingoverheads	machininerybuildingcurrentcosts	energy	contractwork	otherdirectinputs	depreciation	totalexternalfactors	wagespaid	rentpaid	interestpaid	taxes	vatbalanceexclinvest	balancesubsidiestaxesinvest	subsidiesoninvest	paymentstodairyoutgoers	vatoninvest	grossfarmincome	farmnetvalueadded	familyfarmincome	farmnetvalueaddedawu	awu	farmnetvalueaddedn	familyfarmincomefwu	fwu	familyfarmincomen	totalassets	totalfixedassets	landpermananentcropsquotas	buildings	machinery	breedinglivestock	totalcurrentassets	nonbreedinglivestock	stockofagriculturalproducts	othercirculatingcapital	totalliabilities	longmediumtermloans	shorttermloans	networth	changeinnetworth	averagefarmcapital	grossinvestment	netinvestment	cashflow1	cashflow2	balancecurrentsubsidiestaxes	totalsubsidiesexcludingoninvestm	totalsubsidiesoncrops	compensatorypaymentsareapayments	setasidepremiums	othercropssubsidies	totalsubsidiesonlivestock	subsidiesdairying	subsidiesothercattle	subsidiessheepgoats	otherlivestocksubsidies	othersubsidies	environmentalsubsidies	lfasubsidies	otherruraldevelopmentpayments	subsidiesonintermediateconsumpti	subsidiesonexternalfactors	decoupledpayments	singlefarmpayment	singleareapayment	additionalaid	farmsrepresented	samplefarms	exchangerate
441	1	1	"UKI"	7	4	42	216843	4210	1	2	1	8	1	2002	30484	0	0	39.5	0	1.491305	4090	4040	50	63.7	24.2	0	0		0	0	0	0	0	0	63.7	0	0	0	81	0	81	0	0	0	0	0	1.271586	63.7	81	0	0	0	18711.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18711.26	-7208.448	0	18711.26	0	0	0	0	0	0	0	48477.76	37522.96	15892.85	0	0	3667.823	0	0	9493.005	0	0	0	2732.026	0	21630.11	6161.189	4556.517	6112.516	4799.887	10590.53	364.2701	364.2701	0	0	513.4324	0	0	0	0	0	7411.031	-3179.495	-3543.765	-2132.021	1.491305	-3179.495	-2410.724	1.47	-3543.765	544888.4	516068.7	446444.4	0	27309.27	42315	28819.73	26613.7	1884.156	321.8766	0	0	0	544888.4	-1028.435	96862.88	15114.72	4524.195	14255.21	-1053.557	26222.74	26736.17	0	0	0	0	22820.27	0	22820.27	0	0	3915.904	0	3915.904	0	0	0	0	0	0	0	42.5	1	.63689
441	1	1	"UKI"	7	4	44	216844	4440	1	1	1	8	1	2002	43343	0	0	93.4	0	1.663875	4618	3060	1558	97.4	4	13.3	0		0	0	0	0	0	0	84.1	0	0	0	111.84	0	93.38	18.46	0	0	43.75	0	1.329845	84.1	111.84	0	0	0	35830.64	8726.781	6845.766	0	0	0	0	0	0	0	0	0	0	0	125.6104	1755.405	25924.69	-31.12409	0	11115	0	14354.35	0	0	0	455.3376	1179.167	86201.7	47725.67	21754.15	1425.678	0	7081.286	811.7571	207.2571	10226.26	6845.766	0	0	2001.916	0	25971.52	8445.729	6677.762	2207.603	8640.425	26028.04	12447.99	11427.41	1020.584	0	894.974	0	0	0	0	0	47897.09	21869.05	9421.058	13143.45	1.663875	21869.05	9421.058	1	9421.058	1094665	1010894	910161.9	0	84323.82	16407.86	83771.14	82557.43	0	1213.71	0	0	0	1094665	17279.28	174303.3	42566.26	16538.21	38118.04	-4347.689	59792.11	60687.09	4289.595	4289.595	0	0	56397.49	0	52847.43	3550.063	0	0	0	0	0	0	0	0	0	0	0	64.16666	1	.63689
441	2	1	"UKI"	8	8	81	216845	8140	1	1	1	8	1	2002	85323	0	0	130.6	0	2.490054	7094	7000	94	191.3	60.7	49.8	0		0	0	0	0	0	0	141.5	0	0	0	216.65	0	216.65	0	0	0	78.2967	0	1.531095	141.5	216.65	0	0	0	97180.55	59021.18	43398.39	0	0	0	0	0	0	0	0	0	0	0	2355.195	13267.6	37627.09	-6972.442	0	37627.09	0	0	0	0	0	0	532.274	108533.7	77787.38	49441.82	4190.677	0	12341.22	7374.9	4404.214	18464.73	8792.728	0	0	2666.081	0	28345.55	4845.421	10037.84	3085.305	10376.99	15099.94	15646.34	690.8571	14955.49	0	1066.118	0	0	0	0	0	137529.8	122429.8	106783.5	49167.53	2.490054	122429.8	43585.09	2.45	106783.5	1523598	1317350	1272485	0	44864.89	0	206247.5	196541	5652.467	4054.075	0	0	0	1523598	-15214.56	257562.5	1885.726	-13214.21	127756.8	125871	118136.6	119202.7	14479.74	14479.74	0	0	104723	0	104723	0	0	0	0	0	0	0	0	0	0	0	0	20	1	.63689
441	1	1	"UKI"	7	4	42	216849	4210	1	2	1	8	1	2002	25836	0	0	29.4	0	1.380453	3048	3000	48	47.2	17.8	0	0		0	0	0	0	0	0	47.2	0	0	0	67.71	0	58.4	9.31	0	0	0	0	1.434534	47.2	67.71	0	0	0	19395.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19395.97	5343.307	0	11096.1	0	7959.154	0	0	0	340.7182	0	29337.88	21686.63	9714.394	194.6961	0	2490.226	95.77792	106.7688	2937.713	0	0	0	3889.212	0	11972.24	3641.131	1645.496	2670.791	4014.822	2980.106	4671.136	353.2792	4317.857	0	769.3636	0	0	0	0	0	14426.51	11446.4	6775.265	8291.771	1.380453	11446.4	4981.813	1.36	6775.265	450539.3	433966.6	368102.8	0	6041.86	59821.95	16572.72	15245.96	942.0779	384.6818	0	0	0	450539.3	2623.687	80379.66	6448.965	3468.859	4412.065	4412.065	16717.17	17486.54	0	0	0	0	13476.42	0	11027.02	2449.403	0	4010.112	0	4010.112	0	0	0	0	0	0	0	42.5	1	.63689
441	1	1	"UKI"	8	4	41	216851	4110	1	2	1	8	1	2002	92234	0	0	60.5	0	1.936899	4957	4800	157	76.3	15.8	5.7	0		0	0	0	0	0	0	70.6	0	0	0	140.17	76.3	63.87	0	0	0	42.45614	0	1.985411	70.6	140.17	5314.548	76.3	405500	126562	2819.953	2348.914	0	0	0	0	0	0	0	0	0	0	0	0	471.0389	114132.9	5556.851	100559	13573.93	0	0	0	0	0	0	9609.194	110351.9	73452.24	38846.58	1518.316	0	6274.239	215.1078	191.5558	18770.9	1276.516	0	0	11876.46	0	34605.66	9880.827	11229.57	695.5675	12799.7	29182.43	7717.188	1154.045	5809.48	753.6624	1370.723	0	0	0	0	0	56016.11	26833.68	19116.49	13853.94	1.936899	26833.68	10222.72	1.87	19116.49	772133.3	734516.2	569971.3	0	78187.76	86357.14	37617.17	17899.48	19469.61	248.0805	2355.195	0	2355.195	769778.1	-8395.484	208529.7	804.3654	-28378.07	41810.99	29092.94	2906.31	4277.034	2918.871	2918.871	0	0	1358.162	0	1358.162	0	0	0	0	0	0	0	0	0	0	0	0	27.23809	1	.63689
441	1	1	"UKI"	8	4	41	216857	4110	1	2	1	8	1	2002	58222	0	0	21.7	0	2.15	5120	5120	0	33.9	12.2	0	0		0	0	0	0	0	0	33.9	0	0	0	82.08	47.3	34.78	0	0	0	0	0	2.421239	33.9	82.08	5786.469	47.3	273700	85237.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85237.3	6851.704	70318.27	14919.03	0	0	0	0	0	0	0	82298.36	65923.47	46014.23	0	0	5891.127	182.1351	1039.426	27177.38	926.3766	0	0	11724.16	0	19909.25	6473.646	4832.86	4185.966	4416.775	10573.25	5801.63	0	5314.89	486.7403	409.8039	0	0	0	0	0	27779.96	17206.71	11405.08	8003.121	2.15	17206.71	5304.688	2.15	11405.08	370946.3	353053.1	259449.8	0	34016.86	59586.43	17893.2	15308.77	1884.156	700.2779	7254	0	7254	363692.3	22352.37	100470.3	26424.76	15851.5	14903.67	-9668.859	8466.141	8875.944	0	0	0	0	6803.373	0	6803.373	0	0	2072.571	964.0598	1108.512	0	0	0	0	0	0	0	27.23809	1	.63689
441	1	1	"UKI"	8	4	42	216858	4210	1	2	1	8	1	2002	52910	0	0	74	0	1.680831	3746	3040	706	94.5	20.5	0	0		0	0	0	0	0	0	94.5	0	0	0	140.12	0	131	9.12	0	0	0	0	1.482751	94.5	140.12	0	0	0	44487.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44392.04	-25762.94	0	38224.26	0	5943.25	0	0	0	224.5286	95.77792	76708.7	50344.64	23393.37	0	0	6965.096	935.7974	133.461	9781.909	0	0	0	5577.101	0	26951.28	14046.38	3082.165	5763.947	4058.786	9964.044	16400.01	5173.578	8164.675	3061.753	303.0351	0	0	0	0	0	40281.43	30317.39	13917.38	18037.14	1.680831	30317.39	10085.06	1.38	13917.38	704690	639281.5	578000.9	0	16139.36	45141.23	65408.47	63119.22	1884.156	405.0935	50244.16	0	50244.16	654445.8	-41671.25	140202.4	-23142.76	-33106.8	49644.37	56684.83	46138.27	46441.3	0	0	0	0	38424.22	0	36348.51	2075.712	0	8017.083	0	8017.083	0	0	0	0	0	0	0	20.86957	1	.63689
441	1	1	"UKI"	8	4	41	216860	4110	1	2	1	8	1	2002	50558	0	0	47	0	2.01534	5086	5050	36	71	24	0	0		0	0	0	0	0	0	71	0	0	0	90.24	40.3	49.94	0	0	0	0	0	1.270986	71	90.24	7223.325	40.3	291100	102103.1	3768.312	0	0	0	0	0	0	0	0	0	0	0	0	3768.312	0	97656.54	-21594.83	78853.49	18803.04	0	0	0	0	0	0	678.2961	67520.3	53034.28	35888.46	0	0	4050.935	533.8442	894.974	22661.68	836.8792	0	0	7747.021	0	17145.82	2929.862	5570.821	4419.916	4225.219	8550.927	5935.091	266.9221	5668.169	0	529.1337	0	0	0	0	0	64019.64	55468.72	49533.63	27523.26	2.01534	55468.72	24766.81	2	49533.63	722812.4	700015.7	637033.1	0	21374.18	41608.44	22796.71	16800.39	5652.467	343.8584	0	0	0	722812.4	-22215.77	95400.3	-6528.764	-15079.69	75659.84	72755.11	14950.78	15479.91	0	0	0	0	15479.91	0	15479.91	0	0	0	0	0	0	0	0	0	0	0	0	27.23809	1	.63689
441	2	1	"UKI"	9	4	41	216862	4120	1	2	1	8	1	2002	142017	0	0	35	0	3.451372	10446	8160	2286	100	65	0	0		0	0	0	0	0	0	100	0	0	0	460.7555	83.5	92.48	0	284.7755	0	0	0	1.7598	100	175.98	5828.743	83.5	486700	346662.9	1884.156	0	0	0	0	0	0	0	0	0	0	0	0	1884.156	0	344513.4	-2210.542	121331.8	44166.11	179015.5	0	0	0	0	0	265.352	327860.4	262161.4	214393.4	0	0	8927.759	157.013	235.5195	47373.96	5134.325	127661	0	30038.15	0	47768.06	16564.87	9100.473	13889.37	8213.35	14765.5	50933.44	18450.6	32482.85	0	434.926	0	0	0	0	0	105726.5	90960.96	40027.52	26355.02	3.451372	90960.96	16271.35	2.46	40027.52	663164.8	552663.8	456392.8	0	13603.61	82667.34	110501	104429.3	5652.467	419.2247	0	0	0	663164.8	-2146.368	202446.3	2615.956	-12149.54	54657.79	43242.95	21225.02	21659.94	0	0	0	0	21659.94	0	21659.94	0	0	0	0	0	0	0	0	0	0	0	0	27.23809	1	.63689
441	1	1	"UKI"	7	4	42	216866	4210	1	2	1	8	1	2002	40473	0	0	19.6	0	.8985491	1987	1920	67	62.1	42.5	0	0		0	0	0	0	0	0	62.1	0	0	0	86.12	0	86.12	0	0	0	0	0	1.386796	62.1	86.12	0	0	0	29366.74	-942.0779	0	0	0	0	0	0	0	0	0	0	0	0	-942.0779	0	30183.21	254.9648	0	30183.21	0	0	0	0	0	0	125.6104	45197.76	28961.04	12375.76	0	0	6107.805	325.0169	125.6104	2157.358	0	0	0	3659.973	0	16585.28	5073.089	2064.721	6037.149	3410.322	4206.378	12030.33	489.8805	11540.45	0	375.261	0	0	0	0	0	29267.82	25061.45	13031.11	27891.01	.8985491	25061.45	14978.29	.87	13031.11	341957	324677.7	252944.8	0	12068.02	59664.93	17279.28	16800.39	0	478.8896	0	0	0	341957	-4542.386	90810.81	-1562.707	-5769.084	17924.6	17924.6	28862.13	29237.39	0	0	0	0	22357.08	0	22357.08	0	0	6880.309	0	6880.309	0	0	0	0	0	0	0	42.5	1	.63689
441	1	1	"UKI"	7	4	41	216867	4110	1	2	1	8	1	2002	43066	0	0	33.6	0	1.052837	3184	3060	124	51	17.4	0	0		0	0	0	0	0	0	51	0	0	0	79.47	29.5	49.97	0	0	0	0	0	1.558235	51	79.47	4566.102	29.5	134700	49280.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49049.31	-3908.027	34657.48	14391.84	0	0	0	0	0	0	230.8091	49545.45	41952.3	29355.15	168.0039	0	4423.056	0	72.22598	20480.77	794.4857	0	0	4211.088	0	12597.15	1560.709	3020.93	4041.514	3973.999	5195.56	2397.588	905.9649	1256.104	235.5195	282.6234	0	0	0	0	0	17978.01	12782.45	10384.87	12140.96	1.052837	12782.45	10384.87	1	10384.87	502309.7	475488.7	440759	0	4897.235	29832.47	26820.96	20882.73	5652.467	285.7636	0	0	0	502309.7	-8285.576	63647.57	-1977.838	-7173.397	19223.1	19007.99	10650.19	10932.81	0	0	0	0	10932.81	0	10932.81	0	0	0	0	0	0	0	0	0	0	0	0	34.57143	1	.63689
441	1	1	"UKI"	7	4	44	216870	4420	1	2	1	8	1	2002	25863	0	0	94.5	0	1.011505	3667	3640	27	98.5	4	0	0		0	0	0	0	0	0	98.5	0	0	0	57.71	0	24.36	33.35	0	0	0	0	.5858883	98.5	57.71	0	0	0	32968.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32968.79	6347.238	0	15317.53	0	17156.67	0	0	0	494.5909	0	33651.02	26820.96	15172.17	0	0	3050.762	471.0389	282.6234	7696.776	0	0	0	3670.964	0	11648.79	3360.078	3576.756	1805.649	2906.31	5220.682	1609.383	196.2662	1413.117	0	442.7766	0	0	0	0	0	35493.56	30272.88	28663.49	29928.55	1.011505	30272.88	28663.49	1	28663.49	534679.4	513110.6	466923.7	0	9288.889	36898.05	21568.87	20725.71	565.2468	277.913	0	0	0	534679.4	73314.07	65566.27	73994.89	68774.21	27536.94	-44689.04	29345.73	29788.5	0	0	0	0	17359.36	0	10405.25	6954.105	0	12429.15	1898.287	10530.86	0	0	0	0	0	0	0	64.16666	1	.63689
441	1	1	"UKI"	8	4	41	216871	4120	1	2	1	8	1	2002	50924	0	0	37.1	0	1.095874	2725	2500	225	59.8	22.7	7.3	1.2		0	0	0	0	0	0	51.3	0	0	0	70.07	32.7	37.37	0	0	0	0	0	1.365887	51.3	70.07	4501.529	32.7	147200	53779.46	2763.428	1884.156	0	0	1350.312	0	0	0	0	0	0	0	0	-942.0779	471.0389	51016.03	-17543.69	33855.14	17160.89	0	0	0	0	0	0	0	64080.14	45524.34	23500.13	2355.195	314.026	4344.549	722.2597	558.9662	10667.46	2689.632	0	0	4851.701	0	22024.21	5902.118	5085.65	5322.74	5713.703	9227.653	9328.142	1648.636	6814.364	865.1415	1066.118	0	0	0	0	0	14824.54	5596.884	-3731.258	5107.232	1.095874	5596.884	-3731.258	1	-3731.258	677840.8	658353.9	613777.9	0	24792.35	19783.64	19486.88	16172.34	2512.208	802.3364	15001.02	0	15001.02	662839.8	-34049.84	76124.6	-10378.71	-19606.36	23242.63	31099.56	6569.423	7635.542	558.9662	558.9662	0	0	6066.982	0	6066.982	0	0	1009.594	0	1009.594	0	0	0	0	0	0	0	27.23809	1	.63689
441	1	1	"UKI"	7	4	41	216872	4110	1	2	1	8	1	2002	44489	0	0	34.6	0	1.017897	2592	2550	42	38.6	4	0	0		0	0	0	0	0	0	38.6	0	0	0	69.34	34.7	30.89	3.75	0	0	0	0	1.796373	38.6	69.34	4172.911	34.7	144800	49770.21	6280.52	0	0	0	0	0	0	0	0	0	0	0	0	6280.52	0	42665.38	-40298.71	35332.63	5919.63	0	0	0	0	0	1413.117	824.3182	58035.14	35913.58	16758	0	0	3391.48	392.5325	117.7597	8133.272	879.2727	0	0	4722.951	0	19155.58	3458.996	6085.823	4994.583	4616.182	19546.55	2575.013	306.1753	942.0779	1326.76	675.1558	0	0	0	0	0	26569.98	7023.432	4448.418	6899.947	1.017897	7023.432	4448.418	1	4448.418	423176.7	418287.3	359146.8	0	31506.22	27634.29	4889.384	314.026	4317.857	257.5013	0	0	0	423176.7	-11171.47	79764.95	11263.93	-8282.618	62059.38	16743.87	12713.34	13388.5	0	0	0	0	13388.5	0	13388.5	0	0	0	0	0	0	0	0	0	0	0	0	34.57143	1	.63689
441	1	1	"UKI"	7	4	41	223085	4110	1	2	2	8	1	2002	46445	0	0	42.8	0	1.072158	3156	3104	52	42.8	0	0	0		0	0	0	0	0	0	42.8	0	0	0	67.34	41.1	26.24	0	0	0	0	0	1.573364	42.8	67.34	5642.336	41.1	231900	82932.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82914.91	724.8877	56574.92	26339.99	0	0	0	0	0	0	17.27143	62385.97	41420.02	25670.05	282.6234	0	3749.47	54.95454	94.20779	14622.62	753.6624	0	0	6866.178	0	15749.97	3535.932	6236.556	98.91818	5878.566	20587.54	378.4013	378.4013	0	0	683.0065	0	0	0	0	0	42565.71	21978.17	21599.76	20499.01	1.072158	21978.17	20571.2	1.05	21599.76	645050.2	624402.9	559594.3	0	23200.24	41608.44	20647.21	11069.42	9420.779	157.013	0	0	0	645050.2	-13141.99	84548.35	1033.151	-19554.39	41281.86	35001.34	1053.557	1736.564	0	0	0	0	1736.564	0	1736.564	0	0	0	0	0	0	0	0	0	0	0	0	34.57143	1	.63689
441	1	1	"UKI"	8	4	42	223096	4210	1	1	1	8	1	2002	63162	0	0	78.7	0	1.389888	3915	3000	915	106.2	27.5	0	0		0	0	0	0	0	0	106.2	0	0	0	193.03	0	193.03	0	0	0	0	0	1.817608	106.2	193.03	0	0	0	56292.53	-1884.156	0	0	0	0	0	0	0	0	0	0	0	0	-1884.156	0	57234.61	11074.36	0	57234.61	0	0	0	0	0	0	942.0779	145387.8	91257.52	57887.55	0	0	8365.651	1099.091	345.4286	32712.09	0	0	0	15365.29	0	33369.97	9615.476	5735.684	5770.227	12248.58	35960.68	18169.54	6707.595	11461.95	0	871.4221	0	0	0	0	0	34729.94	-1230.748	-19400.29	-885.5018	1.389888	-1230.748	-19400.29	1	-19400.29	1487053	1384178	1262180	0	46631.29	75366.23	102874.9	86749.67	13189.09	2936.143	0	0	0	1487053	26499.08	214268.6	8638.407	-27322.28	7370.19	-41971.14	69694.92	70566.34	0	0	0	0	70566.34	0	70566.34	0	0	0	0	0	0	0	0	0	0	0	0	20.86957	1	.63689
441	1	1	"UKI"	8	4	44	223098	4410	1	2	2	8	1	2002	50187	0	0	420.8	0	1.98329	5084	4912	172	423.3	2.5	0	0		0	0	0	0	0	0	423.3	0	0	0	112.45	0	33.83	78.62	0	0	0	0	.2656508	423.3	112.45	0	0	0	44927.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44443.45	18608.53	0	16499.3	0	26887.45	0	0	0	1056.697	483.6	63029.72	36940.45	13242.48	0	0	3696.086	690.8571	0	5594.373	0	0	0	3261.16	0	23697.97	8734.633	5313.319	3177.943	6472.075	22473.27	3616.009	1262.384	785.0649	1568.56	690.8571	0	0	0	0	0	65941.66	43468.39	39852.39	21917.31	1.98329	43468.39	20865.13	1.91	39852.39	486729.3	447628.3	341266.2	0	44169.32	62192.84	39100.95	30703.89	7536.623	860.4312	25122.08	0	25122.08	461607.2	1640.786	127351.7	30598.12	8124.852	43717.13	38771.21	57955.06	58645.92	0	0	0	0	25236.7	0	8927.759	16191.18	117.7597	33409.22	0	33409.22	0	0	0	0	0	0	0	20	1	.63689
441	1	1	"UKI"	8	4	42	223197	4210	1	2	1	8	1	2002	110688	0	0	85.3	0	3.161457	8604	6000	2604	222.1	136.8	0	0		0	0	0	0	0	0	222.1	0	0	0	351.47	0	323.35	28.12	0	0	0	0	1.582485	222.1	351.47	0	0	0	135057.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135057.4	125776.4	0	111164	0	23274.75	0	0	0	618.6312	0	214955.5	126222.7	85871.97	731.6805	0	13683.68	756.8026	766.2234	50365.05	0	0	0	19568.53	0	40350.77	17968.57	9389.377	3948.876	9043.948	21796.54	66936.2	22266.01	44670.2	0	1364.443	0	0	0	0	0	183902.6	162106	95169.81	51275.73	3.161457	162106	47584.91	2	95169.81	818288.9	599913.6	383039.5	0	42903.8	173970.4	218375.2	216010.6	1884.156	480.4597	0	0	0	818288.9	127321.8	366963.7	81419.53	59622.99	-8809.998	-26963.84	175067.9	176432.3	0	0	0	0	157207.7	0	148407.1	8800.578	0	19224.67	0	19067.66	0	0	0	0	0	0	0	20.86957	1	.63689
441	1	1	"UKI"	8	4	42	223209	4210	1	2	1	8	1	2002	72105	0	0	71.6	0	2.127053	5145	2500	2645	128.6	57	0	0		0	0	0	0	0	0	128.6	0	0	0	177.29	0	136.56	40.73	0	0	0	0	1.378616	128.6	177.29	0	0	0	100103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100103.1	7419.929	0	58402.91	0	40371.89	0	0	0	1328.33	0	147199.7	85061.78	35309.08	0	0	6528.6	147.5922	125.6104	14694.85	0	0	0	13812.43	0	49752.7	29000.3	8331.109	3714.927	8706.37	28380.1	33757.79	19392.67	11775.97	2589.144	827.4584	0	0	0	0	0	87615.88	59235.79	25477.99	27848.76	2.127053	59235.79	25477.99	1	25477.99	886061.9	805113.9	668777.9	0	43855.3	92480.65	80948.05	77289.64	2826.234	832.1688	43792.49	0	43792.49	842269.4	-4316.287	214949.2	11765.67	-16614.43	46438.16	32132.71	72574.54	73402	0	0	0	0	62791.06	0	52952.63	9838.434	0	10610.94	1527.736	9083.201	0	0	0	0	0	0	0	20.86957	1	.63689
441	1	1	"UKI"	8	4	42	223222	4210	1	2	1	8	1	2002	59723	0	0	86.2	0	1.215847	2678	2500	178	116.2	30	0	0		0	0	0	0	0	0	116.2	0	0	0	164.23	0	164.23	0	0	0	0	0	1.413339	116.2	164.23	0	0	0	55597.79	-6202.013	0	0	0	0	0	0	0	0	0	0	0	0	-6202.013	0	60184.14	12248.07	0	60184.14	0	0	0	0	0	0	1615.664	66171.55	43695.14	25706.17	318.7364	0	9670.43	361.1299	141.3117	9657.869	0	0	0	5556.689	0	17988.98	3225.047	2133.806	9001.555	3628.57	13474.85	9001.555	1307.918	7693.636	0	367.4104	0	0	0	0	0	58056.61	44581.76	35580.2	36667.24	1.215847	44581.76	31210.7	1.14	35580.2	1074664	971389.1	889910.4	0	14355.7	67123.05	103275.3	84669.25	15308.77	3297.273	0	0	0	1074664	-4302.157	181978.8	118.0962	-13356.76	43009	42743.64	46153.97	46521.38	0	0	0	0	39377.29	0	39377.29	0	0	7144.091	0	7144.091	0	0	0	0	0	0	0	20.86957	1	.63689
441	1	1	"UKI"	6	4	44	223513	4410	1	1	1	8	1	2002	14707	0	0	26.3	0	.7115049	1557	1530	27	26.3	0	0	0		0	0	0	0	0	0	26.3	0	0	1.2	28.61	0	0	28.61	0	0	0	0	1.087833	26.3	28.61	0	0	0	13106.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13106.37	-4116.381	0	0	0	12062.24	0	0	0	1044.136	0	24432.79	14369.83	3838.968	0	0	196.2662	69.08572	0	2612.696	0	0	0	960.9195	0	10530.86	4660.146	1521.456	722.2597	3627	9414.499	648.4636	196.2662	0	452.1974	284.1935	0	0	0	0	0	6497.697	-2916.802	-3565.266	-4099.483	.7115049	-2916.802	-5093.236	.7	-3565.266	251738.9	242161.1	222886.2	0	6321.343	12953.57	9577.792	7536.623	1884.156	157.013	0	0	0	251738.9	-71480.16	31556.47	-68962.74	-78377.24	9965.614	68036.87	7761.152	8045.345	0	0	0	0	6641.649	0	0	6641.649	0	1403.696	0	0	0	0	0	0	0	0	0	94	1	.63689
441	1	1	"UKI"	6	4	42	223787	4210	1	2	1	8	1	2002	15945	0	0	19.8	0	.4757659	1037	1000	37	19.8	0	0	0		0	0	0	0	0	0	19.8	0	0	0	45.05	0	45.05	0	0	0	0	0	2.275253	19.8	45.05	0	0	0	20612.52	1413.117	0	0	0	0	0	0	0	0	0	0	0	0	1413.117	0	15431.09	12377.19	0	15431.09	0	0	0	0	0	0	3768.312	17649.83	13399.49	8081.458	94.20779	0	3689.805	337.5779	94.20779	2206.032	0	0	0	1659.627	0	5318.03	1654.917	394.1026	2276.688	992.3221	3975.569	274.7727	274.7727	0	0	0	0	0	0	0	0	25578.84	21603.28	21328.5	45407.36	.4757659	21603.28	46366.31	.46	21328.5	475091.5	457999	432657.1	0	2260.987	23080.91	17092.43	15897.56	942.0779	252.7909	0	0	0	475091.5	8315.407	36592.66	7502.604	3527.036	12926.88	12926.88	18365.81	18365.81	0	0	0	0	17279.28	0	17279.28	0	0	1086.53	0	1086.53	0	0	0	0	0	0	0	164.5	1	.63689
441	1	1	"UKI"	6	8	81	223788	8140	1	1	1	8	1	2002	15277	0	0	13.2	0	.6943151	1544	1440	104	27.9	14.7	6.7	0		0	0	0	0	0	0	21.2	0	0	0	38.74	0	37.66	1.08	0	0	83.58209	0	1.827358	21.2	38.74	0	0	0	23103.88	7693.636	5778.078	0	0	0	0	0	0	0	0	0	0	0	0	1915.558	4664.278	14585.93	0	3627.992	0	0	0	0	0	1036.286	10745.97	35825.65	26830.38	14435.77	1075.539	0	6076.402	1245.113	102.0584	4380.662	0	0	0	1555.999	0	12394.61	2081.992	1444.519	5562.97	3305.123	2323.792	6671.482	766.2234	4843.851	1061.408	266.9221	0	0	0	0	0	16930.13	14606.34	7934.858	21037.05	.6943151	14606.34	12207.47	.65	7934.858	489667	438124.3	427803.9	0	10320.46	0	51542.65	48045.97	2826.234	670.4454	21914.3	0	21914.3	467752.7	-36854.09	53957.51	-52772.06	-55095.86	-4327.278	46155.54	20656.63	20923.55	2160.499	2160.499	0	0	18763.05	0	18763.05	0	0	0	0	0	0	0	0	0	0	0	0	180	1	.63689
